Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
63904,0,0.0124531,79y,1,0.2245550889999999,5000.0,20,0,1,0,0.0
87582,0,0.116870192,46y,0,0.3352644369999999,5350.0,6,0,1,0,3.0
37389,0,0.415624806,46y,0,0.518142415,8074.0,9,0,1,0,1.0
139720,0,0.618316399,67y,0,0.4806398839999999,5500.0,7,0,1,0,1.0
129394,0,0.381508975,36y,0,0.353650185,7300.0,11,0,1,0,0.0
38150,0,0.9999999,48y,0,0.313966029,7417.0,7,0,1,0,3.0
19256,0,0.2933342419999999,37y,0,0.329185646,9000.0,6,0,2,0,0.0
67503,0,0.6188584779999999,57y,0,0.372451409,23100.0,18,0,3,0,0.0
133101,0,0.168934988,63y,0,0.078262369,5800.0,4,0,0,0,1.0
147952,0,0.020552247,44y,0,0.277972203,10000.0,12,0,1,0,3.0
112169,1,0.9999999,28y,2,0.644142343,2500.0,7,1,1,0,1.0
96788,0,0.00142855,88y,0,2.0,,7,0,0,0,0.0
26597,0,0.0,69y,0,0.4874050379999999,2500.0,16,0,2,0,0.0
67100,0,0.895961874,51y,0,0.512058928,8416.0,5,0,2,1,2.0
32420,0,0.292231736,33y,0,5.423529412000001,84.0,2,0,0,0,0.0
46447,0,0.3383854329999999,52y,0,3111.0,,6,0,2,0,0.0
54342,0,0.8385353190000001,29y,0,1288.0,,8,0,0,0,1.0
62581,0,0.109990834,64y,0,2498.0,,3,0,1,0,0.0
73528,0,0.00879824,28y,0,0.3288493,5500.0,8,0,2,0,0.0
110702,0,0.032364981,50y,0,1292.5,1.0,12,0,2,0,1.0
116406,0,0.9999999,34y,0,2971.0,,4,0,2,0,0.0
82080,0,0.042071449,75y,0,0.205406654,4327.0,14,0,1,0,1.0
142863,0,0.4158822379999999,72y,0,0.194526316,2374.0,4,0,0,0,0.0
17784,0,0.95750085,49y,0,0.222038296,22351.0,7,0,2,0,3.0
49462,0,0.00059994,39y,0,1.4265087,2700.0,4,0,2,0,0.0
32624,0,0.236585061,46y,1,0.3312492489999999,8316.0,11,0,2,0,0.0
126083,0,0.982707376,36y,0,0.2320550639999999,3050.0,3,0,0,0,2.0
148904,0,0.674110491,34y,0,0.53690629,6231.0,6,0,2,0,0.0
105978,0,0.002307337,65y,0,0.369986357,7329.0,8,0,1,0,0.0
133587,0,0.239944001,61y,0,0.491167921,13416.0,8,0,2,0,1.0
28505,0,0.006589519,80y,0,0.171261248,7000.0,12,0,1,0,1.0
99257,0,0.086077902,53y,0,0.519707011,8600.0,29,0,3,0,2.0
50573,0,0.069166985,43y,0,0.228477152,10000.0,8,0,1,0,2.0
103378,0,0.0,49y,0,0.21599628,4300.0,5,0,2,0,0.0
18311,0,0.343043881,69y,0,0.6923487070000001,3750.0,18,0,1,0,0.0
27326,0,0.9999999,40y,0,0.0,,0,0,0,0,0.0
121675,0,0.28944254,63y,0,0.287976002,12000.0,22,0,2,0,0.0
41586,0,0.014474638,46y,0,0.134007424,7812.0,6,0,1,0,4.0
26682,0,0.108203862,55y,0,0.481061334,5200.0,16,0,2,0,0.0
68019,1,0.86141942,61y,2,0.566165894,12513.0,16,0,2,0,1.0
109208,0,0.018410221,58y,0,0.379274457,6725.0,14,0,1,0,0.0
70061,0,0.013741495,61y,0,0.2732478869999999,11000.0,15,0,2,0,0.0
121839,0,0.104486939,41y,0,1.740162399,1600.0,4,0,2,0,2.0
108263,0,0.9999999,47y,0,0.0,3500.0,0,0,0,0,1.0
61766,0,0.938124882,25y,1,0.31200453,3531.0,10,0,0,0,0.0
103270,0,0.038690142,76y,0,0.319450229,2400.0,10,0,0,0,0.0
74369,0,0.037668314,56y,0,0.007913369,2400.0,2,0,0,0,0.0
117593,0,0.036966053,46y,0,0.369609856,5843.0,14,0,2,0,1.0
134936,0,0.019273092,48y,0,0.203053283,10021.0,9,0,2,0,3.0
75116,0,0.0667384999999999,49y,1,0.309584727,10161.0,14,0,2,0,0.0
6853,0,0.9999999,59y,0,0.00569886,3333.0,0,5,0,1,0.0
80964,0,0.9999999,95y,0,460.0,,1,0,0,0,0.0
135350,0,0.9999999,52y,0,0.1798820119999999,10000.0,3,0,1,0,1.0
62730,0,0.929010141,40y,2,0.461933905,4084.0,6,0,1,0,3.0
29432,0,0.15835935,58y,0,0.6086710439999999,8833.0,18,0,3,0,1.0
55026,0,0.3931376279999999,71y,0,2406.0,,15,0,2,0,0.0
61610,0,0.072623934,38y,0,2039.0,,4,0,1,0,0.0
79989,0,0.123752495,22y,0,0.001996008,500.0,3,0,0,0,0.0
92524,0,0.065919756,62y,0,83.0,,6,0,0,0,0.0
85576,0,0.154256404,71y,0,1.075584883,5000.0,21,0,2,0,0.0
118128,0,0.012001514,66y,0,1541.0,,12,0,1,0,0.0
19425,0,0.00982871,51y,0,0.312819373,4500.0,7,0,2,0,0.0
59148,0,0.0925735019999999,80y,0,492.0,,7,0,0,0,0.0
34530,0,0.9999999,42y,0,0.0,,0,1,0,0,0.0
111019,0,0.393659437,54y,0,0.539619651,8833.0,29,0,2,0,0.0
77365,0,0.723187974,40y,0,0.298614859,5558.0,7,0,0,0,0.0
148079,0,0.2829521769999999,53y,0,0.342601061,5466.0,14,0,1,0,1.0
1328,0,0.011753293,63y,0,0.1049723759999999,3800.0,3,0,1,0,0.0
20365,0,0.0,53y,0,0.98385857,1300.0,9,0,1,0,0.0
65727,0,0.121811293,69y,0,2204.0,,11,0,1,0,0.0
15104,0,0.9999999,56y,1,0.006750755,5628.0,4,1,0,1,0.0
13212,0,0.7572414679999999,35y,1,0.2052717889999999,25000.0,7,0,2,0,0.0
55264,0,0.4353550779999999,45y,0,0.298320103,5416.0,14,0,0,0,0.0
17317,0,0.003152105,44y,0,6638.0,,8,0,2,0,0.0
87174,0,0.928779376,38y,0,0.335640138,2600.0,8,0,0,0,1.0
5866,0,0.015073151,89y,0,0.356357928,4458.0,15,0,1,0,0.0
71201,0,0.17727829,65y,0,0.02413417,7333.0,2,0,0,0,0.0
84253,0,0.137979392,47y,0,0.277657787,4166.0,6,0,1,0,4.0
136526,0,0.039884575,61y,0,52.0,,7,0,0,0,0.0
3692,0,0.072891991,69y,0,0.066155641,6000.0,4,0,0,0,0.0
20860,0,0.022795061,68y,0,0.021198157,2169.0,10,0,0,0,0.0
62369,0,0.104340666,26y,0,546.0,,2,0,0,0,0.0
54998,0,0.035317114,44y,0,0.341161401,4683.0,11,0,1,1,1.0
76755,0,0.378846795,39y,0,761.0,,3,0,0,0,0.0
53245,0,0.101103823,35y,1,0.355552761,7950.0,5,0,2,0,4.0
105335,0,0.9999999,44y,0,1.286475683,1500.0,3,0,1,1,2.0
35499,0,0.288346506,48y,0,0.210754361,9000.0,15,0,0,0,3.0
76588,0,0.416292115,70y,1,3309.0,,6,0,1,1,0.0
6343,0,0.6982363559999999,58y,0,0.257444624,6816.0,11,0,1,0,0.0
49642,1,0.0740667909999999,72y,0,0.441414572,2346.0,17,0,1,0,0.0
67463,0,0.0,58y,0,0.167811495,11500.0,4,0,1,0,0.0
115684,0,0.01029897,76y,0,3.0,,2,0,0,0,0.0
36221,0,1.005554994,34y,0,0.613233557,7616.0,8,0,2,0,1.0
36405,0,0.941389586,49y,1,0.577642236,10000.0,40,0,2,0,0.0
46170,0,0.303877854,28y,0,0.141687433,2808.0,9,0,0,0,0.0
148159,0,0.8163237390000001,73y,4,0.4309053779999999,2937.0,12,0,1,0,0.0
36883,0,0.049119555,33y,0,0.1023550719999999,5519.0,3,0,0,0,0.0
109785,0,0.036188753,30y,0,2878.0,,6,0,1,0,1.0
83898,0,0.267800933,50y,0,0.530146985,10000.0,16,0,2,0,3.0
113113,0,0.0137961139999999,69y,0,747.0,,7,0,1,0,0.0
143103,0,0.174754585,53y,0,0.318124583,13500.0,17,0,2,0,0.0
147428,0,0.84530239,60y,0,0.259058726,2400.0,5,1,0,0,0.0
51922,0,0.0,72y,0,0.5811170210000001,6015.0,10,0,3,0,0.0
135503,0,0.029198832,54y,0,0.403598972,3500.0,4,0,1,0,0.0
19810,0,0.000277739,43y,0,0.47444668,7454.0,5,0,3,0,3.0
49666,0,0.1086951469999999,72y,0,140.0,,4,0,0,0,0.0
3368,0,0.9999999,21y,0,10.0,,0,0,0,0,
56804,0,0.869826035,50y,0,0.090909091,7083.0,4,0,0,0,2.0
127917,0,0.292189165,67y,0,0.004076766,26000.0,3,0,0,0,1.0
19107,0,0.9999999,62y,0,12847.0,,10,0,8,0,0.0
78320,0,0.139641449,47y,0,0.518774061,20000.0,23,0,5,0,3.0
71134,0,0.358099017,59y,0,0.4015116279999999,8599.0,17,0,3,0,2.0
5541,0,0.64706866,61y,0,0.54276194,2700.0,9,0,2,0,0.0
39791,0,0.0077268819999999,54y,0,1177.0,,2,0,1,0,0.0
47523,1,0.7141073659999999,37y,3,0.415528157,3000.0,7,2,0,0,3.0
81927,0,0.158198692,41y,1,0.214625982,7766.0,5,0,1,0,0.0
119578,0,0.021121731,36y,0,0.431106311,6480.0,9,0,2,0,0.0
45255,0,0.854915146,33y,0,1.134966258,4000.0,11,0,1,0,1.0
99145,0,0.0,55y,2,0.319024008,7663.0,9,0,1,0,2.0
139690,0,0.000763609,89y,0,1.0,,5,0,0,0,0.0
145732,1,0.9999999,50y,2,0.140821459,2385.0,1,0,0,0,2.0
55281,0,0.6833970340000001,50y,1,0.811337732,3333.0,9,0,1,0,0.0
47844,0,0.011458595,60y,0,1303.0,,6,0,1,0,0.0
88120,0,0.455345437,44y,0,0.640413962,5700.0,8,0,2,0,3.0
74845,0,0.0086715619999999,35y,0,0.4190896329999999,4986.0,10,0,1,0,3.0
35558,0,0.0,47y,0,0.310595065,6200.0,3,1,1,0,0.0
18948,0,0.025239867,87y,0,0.521095781,5000.0,7,0,2,0,0.0
91986,0,0.0,45y,0,0.17115293,8395.0,3,0,2,0,1.0
42924,0,0.0486946859999999,26y,0,0.1031669869999999,2083.0,2,0,0,0,0.0
69479,0,0.531113987,24y,0,0.104151668,4166.0,4,0,0,0,0.0
99310,0,0.046263582,35y,1,518.0,,8,0,0,0,0.0
114693,0,0.986602679,38y,2,0.39737582,3200.0,5,1,0,1,4.0
105227,0,0.093257109,52y,0,0.188173302,8539.0,8,0,1,0,0.0
103103,0,0.9999999,31y,0,0.124031008,4256.0,3,0,0,2,1.0
82042,0,0.012023807,46y,0,2713.0,,8,0,1,0,0.0
113642,0,0.0019138389999999,84y,0,0.038314176,260.0,17,0,0,0,0.0
66441,0,0.468159757,42y,2,0.651522035,2200.0,8,0,0,0,4.0
34680,0,0.181280832,31y,0,0.098906958,3750.0,8,0,0,0,0.0
50131,0,0.23776071,42y,0,0.3745046979999999,8832.0,9,0,2,0,2.0
69779,0,0.0066662219999999,85y,0,0.00133452,2247.0,4,0,0,0,0.0
53499,0,0.322523966,41y,0,0.308711236,12833.0,13,0,2,0,3.0
103828,0,0.022101631,45y,0,0.072154472,7871.0,8,0,0,0,3.0
31541,0,1.002263724,55y,4,0.175012775,3913.0,5,0,0,0,1.0
53462,0,0.03646391,40y,0,0.011415715,12000.0,4,0,0,0,4.0
28394,0,0.324984043,66y,1,0.337443759,6000.0,16,0,1,0,0.0
135744,0,0.033482181,51y,0,0.271824693,14100.0,11,0,2,0,1.0
133922,0,0.9999999,41y,0,0.041884235,9000.0,1,0,0,0,0.0
75815,0,0.447310538,34y,0,0.13712168,6475.0,3,0,0,0,3.0
18952,0,0.018662342,67y,0,746.0,0.0,8,0,1,0,0.0
27103,0,0.070666596,50y,0,0.084939329,1400.0,11,0,0,0,0.0
