laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Touch,IPS,Resolucion,Reso_ancho,Reso_alto,fab_CPU,tipo_CPU,CPU_GHz,uni_memo,tipo_memo,memo_aux,fab_GPU,fab_OpSys_code,ppi,TypeName_Code,Resolucion_Code,Company_Code,fab_CPU_Code,fab_GPU_Code,tipo_memo_Code,tipo_CPU_Code
437,Samsung,Chromebook 3,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15,269.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,16,Flash_Storage,0,Intel,0,135.0942111925629,3,3,4,1,1,1,3
1063,Asus,Chromebook C202SA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.2,287.9,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,16,Flash_Storage,0,Intel,0,135.0942111925629,3,3,1,1,1,1,3
591,Dell,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.26,295.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,16,Flash_Storage,0,Intel,0,135.0942111925629,3,3,5,1,1,1,3
847,Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4.0,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5,325.0,0,0,1366x768,1366,768,Intel,Intel Core i7,0.16,16,Flash_Storage,0,Intel,0,111.93520355955211,2,3,6,1,1,1,2
444,Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16.0,512GB SSD,Intel HD Graphics 615,Chrome OS,1.1,2199.0,1,0,2400x1600,2400,1600,Intel,Intel Core i7,0.13,512,SSD,0,Intel,0,234.50740003017813,4,4,7,1,1,2,2
698,Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4.0,32GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,375.0,0,0,1366x768,1366,768,Intel,Intel Core i7,0.16,32,Flash_Storage,0,Intel,0,111.93520355955211,2,3,3,1,1,1,2
1004,HP,EliteBook Folio,Netbook,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8.0,512GB SSD,Intel HD Graphics 515,Windows 10,0.97,1908.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.12,512,SSD,0,Intel,1,176.23257360658386,3,1,2,1,1,2,3
569,HP,EliteBook 1030,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16.0,512GB SSD,Intel HD Graphics 515,Windows 10,1.16,1965.0,1,1,3200x1800,3200,1800,Intel,Intel Core i5,0.12,512,SSD,0,Intel,1,276.053530085501,4,2,2,1,1,2,3
1095,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8.0,512GB SSD,Intel HD Graphics 515,Windows 10,0.99,1399.0,1,1,2560x1440,2560,1440,Intel,Intel Core i5,0.12,512,SSD,0,Intel,1,234.9767648087785,4,5,6,1,1,2,3
1307,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8.0,512GB SSD,Intel HD Graphics 515,Windows 10,1.2,729.0,0,1,1920x1080,1920,1080,Intel,Intel Core i3,0.09,512,SSD,0,Intel,1,165.6321180513006,4,1,1,1,1,2,4
1293,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8.0,512GB SSD,Intel HD Graphics 515,Windows 10,1.2,729.0,0,1,1920x1080,1920,1080,Intel,Intel Core i3,0.09,512,SSD,0,Intel,1,165.6321180513006,4,1,1,1,1,2,4
958,Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M m7-6Y75 1.2GHz,8.0,256GB SSD,Intel HD Graphics 515,Windows 10,1.1,1299.0,1,1,1920x1080,1920,1080,Intel,Intel Core i7,0.12,256,SSD,0,Intel,1,194.94753717542463,1,1,6,1,1,2,2
924,HP,Elitebook Folio,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8.0,240GB SSD,Intel HD Graphics 515,Windows 10,1.09,3100.0,1,0,3840x2160,3840,2160,Intel,Intel Core i5,0.12,240,SSD,0,Intel,1,352.4651472131677,4,6,2,1,1,2,3
428,Chuwi,LapBook 12.3,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6.0,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.4,449.0,0,1,2736x1824,2736,1824,Intel,Intel Core i7,0.11000000000000001,64,Flash_Storage,0,Intel,1,267.3384360344031,2,7,8,1,1,1,2
36,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.44,249.0,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,64,Flash_Storage,0,Intel,1,111.93520355955211,2,3,6,1,1,1,4
168,Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,Windows 10,2.1,348.0,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,1024,HDD,0,Intel,1,100.45466986113651,2,3,3,1,1,3,4
407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,Windows 10,2.2,306.0,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,1024,HDD,0,Intel,1,100.45466986113651,2,3,6,1,1,3,4
1273,Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,Windows 10,2.0,339.0,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,1024,HDD,0,Intel,1,100.45466986113651,2,3,1,1,1,3,4
472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,500GB HDD,Intel HD Graphics 500,Windows 10,2.0,304.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.11000000000000001,500,HDD,0,Intel,1,100.45466986113651,2,3,1,1,1,3,3
510,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,500GB HDD,Intel HD Graphics 500,Windows 10,2.1,299.0,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,500,HDD,0,Intel,1,111.93520355955211,2,3,6,1,1,3,4
1201,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4.0,500GB HDD,Intel HD Graphics 500,Windows 10,2.1,333.0,0,0,1366x768,1366,768,Intel,Intel Core i7,0.2,500,HDD,0,Intel,1,100.45466986113651,2,3,3,1,1,3,2
382,Lenovo,Yoga 11e,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4.0,128GB SSD,Intel HD Graphics 500,Windows 10,1.59,553.0,0,1,1366x768,1366,768,Intel,Intel Core i7,0.11000000000000001,128,SSD,0,Intel,1,135.0942111925629,3,3,6,1,1,2,2
689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,128GB SSD,Intel HD Graphics 500,Windows 10,1.86,419.0,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,128,SSD,0,Intel,1,100.45466986113651,2,3,1,1,1,2,4
540,Mediacom,SmartBook Edge,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4.0,32GB SSD,Intel HD Graphics 500,Windows 10,1.2,369.0,0,1,1920x1080,1920,1080,Intel,Intel Core i7,0.11000000000000001,32,SSD,0,Intel,1,165.6321180513006,2,1,9,1,1,2,2
587,Mediacom,SmartBook Edge,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4.0,32GB SSD,Intel HD Graphics 500,Windows 10,1.45,389.0,0,1,1920x1080,1920,1080,Intel,Intel Core i7,0.11000000000000001,32,SSD,0,Intel,1,157.3505121487356,2,1,9,1,1,2,2
436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB SSD,Intel HD Graphics 500,Windows 10,1.16,299.0,1,1,1920x1080,1920,1080,Intel,Intel Core i3,0.11000000000000001,32,SSD,0,Intel,1,189.90579052433606,1,1,9,1,1,2,4
609,Acer,Aspire 1,Notebook,14.0,Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.6,329.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.11000000000000001,32,Flash_Storage,0,Intel,1,157.3505121487356,2,1,3,1,1,1,2
331,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.44,292.0,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,32,Flash_Storage,0,Intel,1,111.93520355955211,2,3,6,1,1,1,4
384,Asus,VivoBook E403NA,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,286.0,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,32,Flash_Storage,0,Intel,1,111.93520355955211,2,3,1,1,1,1,4
805,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.63,299.0,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,32,Flash_Storage,0,Intel,1,111.93520355955211,2,3,1,1,1,1,4
416,Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.15,304.45,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,32,Flash_Storage,0,Intel,1,135.0942111925629,2,3,6,1,1,1,4
522,Asus,VivoBook E12,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.1,245.0,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,32,Flash_Storage,0,Intel,1,135.0942111925629,3,3,1,1,1,1,4
1147,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,278.0,0,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,32,Flash_Storage,0,Intel,1,111.93520355955211,2,3,1,1,1,1,4
354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,375.0,1,0,1366x768,1366,768,Intel,Intel Core i3,0.11000000000000001,32,Flash_Storage,0,Intel,1,135.0942111925629,1,3,1,1,1,1,4
567,Acer,Spin SP111-31,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.25,349.0,1,1,1920x1080,1920,1080,Intel,Intel Core i5,0.2,32,Flash_Storage,0,Intel,1,189.90579052433606,1,1,3,1,1,1,3
1318,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2.0,64GB Flash Storage,Intel HD Graphics,Windows 10,1.5,229.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,64,Flash_Storage,0,Intel,1,111.93520355955211,2,3,6,1,1,1,3
1290,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2.0,64GB Flash Storage,Intel HD Graphics,Windows 10,1.5,229.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,64,Flash_Storage,0,Intel,1,111.93520355955211,2,3,6,1,1,1,3
414,Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8.0,512GB SSD,Intel HD Graphics,Windows 10,1.36,1680.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.27999999999999997,512,SSD,0,Intel,1,157.3505121487356,4,1,5,1,1,2,3
960,Dell,Latitude 7280,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics,Windows 10,1.36,1472.2,1,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,176.23257360658386,4,1,5,1,1,2,3
1076,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,Intel HD Graphics,Windows 10,2.25,559.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,1024,HDD,0,Intel,1,141.21199808219862,2,1,5,1,1,3,3
1306,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4.0,500GB HDD,Intel HD Graphics,Windows 10,2.2,369.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,500,HDD,0,Intel,1,100.45466986113651,2,3,1,1,1,3,3
1282,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2.0,500GB HDD,Intel HD Graphics,Windows 10,2.2,379.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,500,HDD,0,Intel,1,100.45466986113651,2,3,5,1,1,3,3
582,Mediacom,SmartBook 141,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4.0,32GB SSD,Intel HD Graphics,Windows 10,1.4,249.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.144,32,SSD,0,Intel,1,157.3505121487356,2,1,9,1,1,2,2
563,Mediacom,SmartBook 130,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4.0,32GB Flash Storage,Intel HD Graphics,Windows 10,1.35,255.0,0,1,1920x1080,1920,1080,Intel,Intel Core i7,0.144,32,Flash_Storage,0,Intel,1,165.6321180513006,2,1,9,1,1,1,2
653,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,32GB Flash Storage,Intel HD Graphics,Windows 10,1.43,274.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,32,Flash_Storage,0,Intel,1,111.93520355955211,2,3,6,1,1,1,3
703,Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4.0,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4,269.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,32,Flash_Storage,0,Intel,1,135.0942111925629,3,3,3,1,1,1,3
1097,Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4.0,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69,646.27,1,1,1920x1200,1920,1200,Intel,Intel Core i5,0.144,64,Flash_Storage,0,Intel,1,224.17380907857276,1,8,6,1,1,1,3
443,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,500GB HDD,Intel HD Graphics 400,Windows 10,2.1,347.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,500,HDD,0,Intel,1,100.45466986113651,2,3,2,1,1,3,3
468,Acer,TravelMate B,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,128GB SSD,Intel HD Graphics 400,Windows 10,1.4,435.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,128,SSD,0,Intel,1,135.0942111925629,3,3,3,1,1,2,3
69,HP,Stream 14-AX040wm,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,32GB SSD,Intel HD Graphics 400,Windows 10,1.44,229.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,32,SSD,0,Intel,1,111.93520355955211,2,3,2,1,1,2,3
1300,HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.17,209.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,32,Flash_Storage,0,Intel,1,135.0942111925629,3,3,2,1,1,1,3
645,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.42,249.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,32,Flash_Storage,0,Intel,1,111.93520355955211,2,3,6,1,1,1,3
352,HP,Stream 14-AX001nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44,279.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,32,Flash_Storage,0,Intel,1,111.93520355955211,2,3,2,1,1,1,3
1314,HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.17,209.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,32,Flash_Storage,0,Intel,1,135.0942111925629,3,3,2,1,1,1,3
1186,HP,Stream 14-AX000nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44,249.0,0,0,1366x768,1366,768,Intel,Intel Core i5,0.16,32,Flash_Storage,0,Intel,1,111.93520355955211,2,3,2,1,1,1,3
1055,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,Intel Atom X5-Z8350 1.44GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.45,210.8,0,0,1366x768,1366,768,Intel,Intel Core i3,0.144,32,Flash_Storage,0,Intel,1,111.93520355955211,2,3,10,1,1,1,4
726,Mediacom,Smartbook 142,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4.0,32GB HDD,Intel HD Graphics 400,Windows 10,1.4,265.0,0,1,1920x1200,1920,1200,Intel,Intel Core i7,0.192,32,HDD,0,Intel,1,161.72539083525606,2,8,9,1,1,3,2
706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.36,1877.0,1,0,1920x1080,1920,1080,Intel,Intel Core i7,0.25,512,SSD,0,Intel,1,165.6321180513006,4,1,11,1,1,2,2
1128,HP,Spectre Pro,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.16,1969.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.25,512,SSD,0,Intel,1,165.6321180513006,4,1,2,1,1,2,2
859,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.54,1468.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.25,512,SSD,0,Intel,1,157.3505121487356,4,1,2,1,1,2,2
413,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.2,1747.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.25,512,SSD,0,Intel,1,165.6321180513006,4,1,11,1,1,2,2
1289,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.3,1499.0,1,1,3200x1800,3200,1800,Intel,Intel Core i7,0.25,512,SSD,0,Intel,1,276.053530085501,1,2,6,1,1,2,2
1317,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.3,1499.0,1,1,3200x1800,3200,1800,Intel,Intel Core i7,0.25,512,SSD,0,Intel,1,276.053530085501,1,2,6,1,1,2,2
840,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.1,2099.0,0,1,2560x1440,2560,1440,Intel,Intel Core i3,0.26,512,SSD,0,Intel,1,209.8006828649808,4,5,6,1,1,2,4
278,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.36,2499.0,1,0,2560x1440,2560,1440,Intel,Intel Core i3,0.26,512,SSD,0,Intel,1,209.8006828649808,1,5,6,1,1,2,4
1177,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.48,2041.0,1,0,2560x1440,2560,1440,Intel,Intel Core i3,0.26,512,SSD,0,Intel,1,220.84282406840083,1,5,2,1,1,2,4
1082,Dell,Inspiron 5368,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.62,798.01,1,0,1920x1080,1920,1080,Intel,Intel Core i7,0.25,256,SSD,0,Intel,1,165.6321180513006,1,1,5,1,1,2,2
